event_type,fields
ESACC,R 187961871 187961945 75 2280.7 949.6 1613.7 671.2 11.14 241
SFIX,R 187961946
EFIX,R 187961946 187963098 1153 1577.7 666.8 2782
SSACC,R 187963099
ESACC,R 187963099 187963169 71 1575.7 659.8 1342.3 91.2 10.31 228
SFIX,R 187963170
EFIX,R 187963170 187963582 413 1306.8 93.5 2775
SSACC,R 187963583
ESACC,R 187963583 187963664 82 1298.3 95.7 1734.1 522.3 10.15 197
SFIX,R 187963665
EFIX,R 187963665 187964277 613 1731.3 540.8 2683
SSACC,R 187964278
ESACC,R 187964278 187964328 51 1733.0 547.2 871.0 205.2 15.39 554
SFIX,R 187964329
EFIX,R 187964329 187964470 142 844.5 205.7 2832
SSACC,R 187964471
ESACC,R 187964471 187964479 9 839.0 207.8 813.7 210.3 0.43 52
SFIX,R 187964480
EFIX,R 187964480 187965243 764 796.3 223.2 2535
SSACC,R 187965244
ESACC,R 187965244 187965283 40 791.2 228.4 1354.6 566.4 11.10 514
SFIX,R 187965284
EFIX,R 187965284 187965421 138 1361.8 581.6 2483
SSACC,R 187965422
ESACC,R 187965422 187965434 13 1366.0 588.9 1398.5 618.1 0.73 70
SFIX,R 187965435
EFIX,R 187965435 187966387 953 1403.4 619.2 2553
SSACC,R 187966388
SBLINK,R 187966412
EBLINK,R 187966412 187966558 147
ESACC,R 187966388 187966618 231 1385.3 647.7 1232.1 1085.9 7.59 1294
SFIX,R 187966619
EFIX,R 187966619 187966890 272 1225.1 1099.0 2540
SSACC,R 187966891
ESACC,R 187966891 187966920 30 1229.7 1099.0 1559.4 1170.2 5.44 384
SFIX,R 187966921
EFIX,R 187966921 187967126 206 1572.0 1169.4 2714
SSACC,R 187967127
ESACC,R 187967127 187967146 20 1573.8 1156.4 1489.5 1127.2 1.42 108
SFIX,R 187967147
EFIX,R 187967147 187967507 361 1481.6 1114.9 3098
SSACC,R 187967508
ESACC,R 187967508 187967566 59 1481.4 1109.5 1393.8 530.3 9.56 377
SFIX,R 187967567
EFIX,R 187967567 187968402 836 1377.8 533.3 2703
SSACC,R 187968403
ESACC,R 187968403 187968471 69 1370.8 551.0 292.2 538.2 17.80 479
SFIX,R 187968472
EFIX,R 187968472 187968591 120 285.1 539.4 2550
SSACC,R 187968592
ESACC,R 187968592 187968618 27 276.1 533.1 148.9 382.1 3.25 232
SFIX,R 187968619
EFIX,R 187968619 187968806 188 141.7 381.3 2419
SSACC,R 187968807
ESACC,R 187968807 187968865 59 144.5 375.7 727.8 268.1 9.80 475
SFIX,R 187968866
EFIX,R 187968866 187968978 113 730.1 265.6 2599
SSACC,R 187968979
ESACC,R 187968979 187968997 19 735.5 267.0 799.6 224.1 1.31 136
SFIX,R 187968998
EFIX,R 187968998 187969696 699 784.0 221.2 2418
SSACC,R 187969697
ESACC,R 187969697 187969727 31 779.7 222.3 975.2 617.6 7.50 474
SFIX,R 187969728
EFIX,R 187969728 187970145 418 977.1 625.8 2403
SSACC,R 187970146
ESACC,R 187970146 187970186 41 973.8 626.8 1154.4 1062.9 7.79 388
SFIX,R 187970187
EFIX,R 187970187 187970434 248 1160.5 1078.6 2587
SSACC,R 187970435
ESACC,R 187970435 187970453 19 1157.9 1067.9 1233.5 1109.0 1.40 124
SFIX,R 187970454
EFIX,R 187970454 187970849 396 1236.9 1101.2 2860
SSACC,R 187970850
ESACC,R 187970850 187970904 55 1239.7 1089.0 1013.2 552.9 9.60 341
SFIX,R 187970905
EFIX,R 187970905 187971218 314 962.6 545.5 2788
SSACC,R 187971219
ESACC,R 187971219 187971273 55 957.6 554.5 1148.6 182.8 7.12 214
SFIX,R 187971274
EFIX,R 187971274 187971641 368 1171.3 158.5 2292
SSACC,R 187971642
ESACC,R 187971642 187971667 26 1168.2 153.9 1188.3 -17.0 2.94 193
SFIX,R 187971668
EFIX,R 187971668 187972415 748 1194.1 -39.9 2614
SSACC,R 187972416
ESACC,R 187972416 187972484 69 1193.5 -46.7 1344.4 781.4 14.13 469
SFIX,R 187972485
EFIX,R 187972485 187973369 885 1329.7 809.6 2624
SSACC,R 187973370
ESACC,R 187973370 187973416 47 1322.8 816.6 804.8 242.9 12.99 633
SFIX,R 187973417
EFIX,R 187973417 187973556 140 803.5 242.3 2520
SSACC,R 187973557
ESACC,R 187973557 187973565 9 800.8 242.2 782.8 216.5 0.54 62
SFIX,R 187973566
EFIX,R 187973566 187974278 713 777.7 222.0 2297
SSACC,R 187974279
ESACC,R 187974279 187974301 23 778.3 216.6 875.4 308.3 2.28 192
SFIX,R 187974302
EFIX,R 187974302 187975158 857 878.1 308.9 2524
SSACC,R 187975159
ESACC,R 187975159 187975218 60 877.4 315.5 142.3 913.9 15.58 514
SFIX,R 187975219
EFIX,R 187975219 187975522 304 128.7 934.7 2602
SSACC,R 187975523
ESACC,R 187975523 187975539 17 123.0 939.2 105.3 991.9 0.88 80
SFIX,R 187975540
EFIX,R 187975540 187976055 516 121.2 985.4 2772
SSACC,R 187976056
ESACC,R 187976056 187976068 13 125.9 985.9 156.5 956.0 0.68 69
SFIX,R 187976069
EFIX,R 187976069 187976599 531 151.5 953.7 2894
SSACC,R 187976600
ESACC,R 187976600 187976651 52 152.2 954.2 -130.2 1420.3 8.29 255
SFIX,R 187976652
EFIX,R 187976652 187976820 169 -156.1 1464.5 2775
SSACC,R 187976821
SBLINK,R 187976878
EBLINK,R 187976878 187977005 128
ESACC,R 187976821 187977071 251 -162.0 1467.5 -312.3 516.9 14.55 1059
SFIX,R 187977072
EFIX,R 187977072 187977141 70 -315.1 530.1 2651
SSACC,R 187977142
ESACC,R 187977142 187977172 31 -316.6 532.1 102.8 373.1 6.95 527
SFIX,R 187977173
EFIX,R 187977173 187977563 391 103.0 370.0 2610
SSACC,R 187977564
ESACC,R 187977564 187977606 43 109.0 377.6 -91.9 -6.6 7.07 376
SFIX,R 187977607
EFIX,R 187977607 187977820 214 -86.4 4.0 2574
SSACC,R 187977821
ESACC,R 187977821 187977892 72 -83.5 4.6 1278.0 299.8 22.58 593
SFIX,R 187977893
EFIX,R 187977893 187978008 116 1277.0 302.7 2800
SSACC,R 187978009
ESACC,R 187978009 187978031 23 1278.4 298.4 1413.0 294.0 2.26 208
SFIX,R 187978032
EFIX,R 187978032 187980226 2195 1409.1 320.2 2333
SSACC,R 187980227
ESACC,R 187980227 187980299 73 1406.1 317.6 996.1 49.1 8.30 159
SFIX,R 187980300
EFIX,R 187980300 187981142 843 906.4 54.4 2549
SSACC,R 187981143
SBLINK,R 187981182
EBLINK,R 187981182 187981308 127
ESACC,R 187981143 187981358 216 916.8 51.8 999.2 706.5 11.18 1601
SFIX,R 187981359
EFIX,R 187981359 187982170 812 971.3 669.3 2588
SSACC,R 187982171
ESACC,R 187982171 187982217 47 961.0 663.6 797.8 242.9 7.66 358
SFIX,R 187982218
EFIX,R 187982218 187982355 138 794.3 239.7 2531
SSACC,R 187982356
ESACC,R 187982356 187982367 12 798.0 233.7 781.7 207.4 0.53 52
SFIX,R 187982368
EFIX,R 187982368 187983189 822 780.2 203.0 2446
SSACC,R 187983190
ESACC,R 187983190 187983226 37 783.8 199.2 807.1 567.2 6.28 410
SFIX,R 187983227
EFIX,R 187983227 187983366 140 804.9 593.3 2591
SSACC,R 187983367
ESACC,R 187983367 187983374 8 800.6 599.9 782.2 622.6 0.49 63
SFIX,R 187983375
EFIX,R 187983375 187983697 323 771.1 629.1 2406
SSACC,R 187983698
ESACC,R 187983698 187983763 66 770.3 624.5 1322.0 832.1 9.85 241
SFIX,R 187983764
EFIX,R 187983764 187984401 638 1347.8 835.9 2692
SSACC,R 187984402
ESACC,R 187984402 187984431 30 1351.2 835.3 1388.2 1208.0 6.00 391
SFIX,R 187984432
EFIX,R 187984432 187984985 554 1389.3 1243.0 2915
SSACC,R 187984986
ESACC,R 187984986 187985017 32 1395.0 1236.2 1739.8 1159.6 5.58 321
SFIX,R 187985018
EFIX,R 187985018 187985526 509 1764.0 1141.8 2924
SSACC,R 187985527
ESACC,R 187985527 187985563 37 1763.6 1140.2 1490.2 1080.5 4.43 249
SFIX,R 187985564
EFIX,R 187985564 187986354 791 1417.7 1076.4 2962
SSACC,R 187986355
SBLINK,R 187986381
EBLINK,R 187986381 187987257 877
ESACC,R 187986355 187987305 951 1410.5 1093.4 1870.4 457.6 12.65 544
SFIX,R 187987306
EFIX,R 187987306 187987406 101 1854.5 479.7 1954
SSACC,R 187987407
ESACC,R 187987407 187987452 46 1848.2 522.5 927.3 285.1 15.65 638
SFIX,R 187987453
EFIX,R 187987453 187987577 125 906.9 261.6 2467
SSACC,R 187987578
ESACC,R 187987578 187987598 21 909.1 251.0 815.9 204.3 1.78 164
SFIX,R 187987599
EFIX,R 187987599 187988477 879 794.5 200.5 2681
SSACC,R 187988478
ESACC,R 187988478 187988512 35 777.5 210.2 1261.4 491.7 9.49 570
SFIX,R 187988513
EFIX,R 187988513 187989458 946 1303.1 522.4 2517
SSACC,R 187989459
ESACC,R 187989459 187989487 29 1310.0 534.6 1396.1 438.6 2.17 111
SFIX,R 187989488
EFIX,R 187989488 187990634 1147 1470.8 385.4 2533
SSACC,R 187990635
SBLINK,R 187990652
EBLINK,R 187990652 187990929 278
ESACC,R 187990635 187990972 338 1473.4 401.5 1627.7 485.7 2.91 415
SFIX,R 187990973
EFIX,R 187990973 187991169 197 1610.4 523.8 2352
SSACC,R 187991170
ESACC,R 187991170 187991218 49 1609.8 534.3 2006.2 800.6 7.63 264
SFIX,R 187991219
EFIX,R 187991219 187991817 599 2108.8 854.4 2572
SSACC,R 187991818
ESACC,R 187991818 187991862 45 2112.4 853.0 1786.6 1004.2 5.54 205
SFIX,R 187991863
EFIX,R 187991863 187992501 639 1763.8 1015.1 2849
SSACC,R 187992502
ESACC,R 187992502 187992529 28 1763.4 1014.5 1786.3 1137.5 1.96 130
SFIX,R 187992530
EFIX,R 187992530 187992873 344 1786.9 1140.8 2857
SSACC,R 187992874
ESACC,R 187992874 187992895 22 1790.6 1141.4 1837.4 1043.4 1.69 129
SFIX,R 187992896
EFIX,R 187992896 187993332 437 1859.8 1009.9 2801
SSACC,R 187993333
ESACC,R 187993333 187993356 24 1861.8 1007.1 1970.4 1030.5 1.71 112
SFIX,R 187993357
EFIX,R 187993357 187993980 624 2033.6 1068.8 2897
SSACC,R 187993981
ESACC,R 187993981 187994059 79 2038.1 1068.4 867.6 261.2 22.83 548
SFIX,R 187994060
EFIX,R 187994060 187994204 145 842.5 251.3 2817
SSACC,R 187994205
ESACC,R 187994205 187994218 14 828.8 253.9 796.5 215.3 0.86 77
SFIX,R 187994219
EFIX,R 187994219 187994656 438 776.8 212.1 2193
SSACC,R 187994657
ESACC,R 187994657 187994694 38 777.2 206.4 802.9 816.0 10.28 520
SFIX,R 187994695
EFIX,R 187994695 187995219 525 804.3 837.5 2511
SSACC,R 187995220
ESACC,R 187995220 187995252 33 804.8 835.9 885.8 683.5 2.88 121
SFIX,R 187995253
EFIX,R 187995253 187996112 860 880.7 668.6 2751
SSACC,R 187996113
ESACC,R 187996113 187996189 77 872.1 677.2 1552.2 615.7 11.36 204
SFIX,R 187996190
EFIX,R 187996190 187998532 2343 1606.9 616.2 2444
SSACC,R 187998533
SBLINK,R 187998580
EBLINK,R 187998580 187998891 312
ESACC,R 187998533 187999042 510 1608.9 627.6 2142.0 558.8 8.44 909
SFIX,R 187999043
EFIX,R 187999043 187999248 206 2133.3 602.2 2272
SSACC,R 187999249
ESACC,R 187999249 187999335 87 2129.0 605.7 923.1 241.2 20.23 368
SFIX,R 187999336
EFIX,R 187999336 187999456 121 913.9 239.1 2797
SSACC,R 187999457
ESACC,R 187999457 187999477 21 908.7 237.2 804.2 205.7 1.86 158
SFIX,R 187999478
EFIX,R 187999478 188000391 914 786.5 203.6 2541
SSACC,R 188000392
ESACC,R 188000392 188000425 34 785.5 202.2 1088.9 616.2 8.72 497
SFIX,R 188000426
EFIX,R 188000426 188001972 1547 1093.9 635.1 2529
SSACC,R 188001973
SBLINK,R 188001995
EBLINK,R 188001995 188002177 183
ESACC,R 188001973 188002217 245 1089.5 644.6 1266.8 590.5 3.12 1085
SFIX,R 188002218
EFIX,R 188002218 188002408 191 1256.8 603.1 2673
SSACC,R 188002409
ESACC,R 188002409 188002465 57 1259.1 596.3 242.1 900.0 17.39 556
SFIX,R 188002466
EFIX,R 188002466 188002652 187 239.4 904.7 3056
SSACC,R 188002653
ESACC,R 188002653 188002673 21 236.9 902.6 132.2 939.9 1.76 154
SFIX,R 188002674
EFIX,R 188002674 188002961 288 128.8 939.7 3280
SSACC,R 188002962
ESACC,R 188002962 188002971 10 130.9 942.7 165.2 942.4 0.54 62
SFIX,R 188002972
EFIX,R 188002972 188003956 985 136.4 946.1 3171
SSACC,R 188003957
ESACC,R 188003957 188004009 53 119.7 948.3 719.8 301.4 14.47 626
SFIX,R 188004010
EFIX,R 188004010 188004085 76 720.0 291.6 2858
SSACC,R 188004086
ESACC,R 188004086 188004106 21 719.6 287.9 774.0 221.9 1.46 160
SFIX,R 188004107
EFIX,R 188004107 188004286 180 767.2 216.9 2597
SSACC,R 188004287
ESACC,R 188004287 188004292 6 765.3 214.7 780.7 213.5 0.26 49
SFIX,R 188004293
EFIX,R 188004293 188004723 431 779.5 211.5 2614
SSACC,R 188004724
ESACC,R 188004724 188004767 44 781.9 209.7 877.8 508.6 5.35 405
SFIX,R 188004768
EFIX,R 188004768 188006563 1796 874.9 512.5 2765
SSACC,R 188006564
ESACC,R 188006564 188006639 76 866.4 511.1 1454.1 883.1 11.58 241
SFIX,R 188006640
EFIX,R 188006640 188007310 671 1481.5 907.3 2696
SSACC,R 188007311
ESACC,R 188007311 188007336 26 1490.5 900.8 1581.7 1132.5 3.98 330
SFIX,R 188007337
EFIX,R 188007337 188007704 368 1587.6 1154.3 2940
SSACC,R 188007705
ESACC,R 188007705 188007722 18 1588.4 1142.4 1508.0 1142.8 1.28 108
SFIX,R 188007723
EFIX,R 188007723 188008503 781 1495.7 1125.4 3264
SSACC,R 188008504
ESACC,R 188008504 188008529 26 1496.2 1126.3 1578.5 1276.1 2.67 146
SFIX,R 188008530
EFIX,R 188008530 188008896 367 1589.1 1323.1 3076
SSACC,R 188008897
ESACC,R 188008897 188008922 26 1587.9 1326.6 1512.2 1162.9 2.80 229
SFIX,R 188008923
EFIX,R 188008923 188009089 167 1505.6 1147.0 3046
SSACC,R 188009090
SBLINK,R 188009109
EBLINK,R 188009109 188009299 191
ESACC,R 188009090 188009361 272 1507.8 1147.5 1725.0 1054.6 3.74 624
SFIX,R 188009362
EFIX,R 188009362 188010130 769 1709.4 1075.2 2989
SSACC,R 188010131
ESACC,R 188010131 188010157 27 1712.5 1068.7 1505.9 1146.9 3.50 260
SFIX,R 188010158
EFIX,R 188010158 188010264 107 1491.7 1150.8 3249
SSACC,R 188010265
ESACC,R 188010265 188010276 12 1494.7 1151.5 1534.7 1136.5 0.68 69
SFIX,R 188010277
EFIX,R 188010277 188011070 794 1536.5 1137.8 3135
SSACC,R 188011071
ESACC,R 188011071 188011078 8 1533.1 1135.4 1511.9 1119.9 0.42 52
SFIX,R 188011079
EFIX,R 188011079 188011403 325 1490.7 1122.5 3086
SSACC,R 188011404
ESACC,R 188011404 188011434 31 1490.4 1126.5 1094.1 1171.1 6.46 423
SFIX,R 188011435
EFIX,R 188011435 188011864 430 1050.7 1177.5 3158
SSACC,R 188011865
ESACC,R 188011865 188011904 40 1043.0 1176.9 1489.1 1160.5 7.22 388
SFIX,R 188011905
EFIX,R 188011905 188012203 299 1507.0 1160.5 3057
SSACC,R 188012204
ESACC,R 188012204 188012221 18 1511.6 1161.5 1508.1 1089.8 1.13 95
SFIX,R 188012222
EFIX,R 188012222 188012280 59 1513.4 1053.6 3118
SSACC,R 188012281
ESACC,R 188012281 188012318 38 1533.9 1047.9 1572.2 1182.2 2.20 93
SFIX,R 188012319
EFIX,R 188012319 188013734 1416 1559.7 1133.5 3006
SSACC,R 188013735
ESACC,R 188013735 188013757 23 1561.8 1132.6 1604.9 1063.0 1.29 91
SFIX,R 188013758
EFIX,R 188013758 188013867 110 1673.6 1043.0 3001
SSACC,R 188013868
ESACC,R 188013868 188013890 23 1694.5 1044.7 1789.4 1022.0 1.54 94
SFIX,R 188013891
EFIX,R 188013891 188014389 499 1839.7 1013.6 2815
SSACC,R 188014390
ESACC,R 188014390 188014423 34 1840.6 1008.9 1555.1 1153.3 5.03 265
SFIX,R 188014424
EFIX,R 188014424 188014599 176 1544.7 1158.2 3101
SSACC,R 188014600
ESACC,R 188014600 188014614 15 1546.1 1164.9 1584.6 1128.0 0.84 64
SFIX,R 188014615
EFIX,R 188014615 188014750 136 1611.5 1117.7 3091
SSACC,R 188014751
ESACC,R 188014751 188014758 8 1621.8 1115.9 1639.3 1110.8 0.29 41
SFIX,R 188014759
EFIX,R 188014759 188015508 750 1665.1 1100.6 3070
SSACC,R 188015509
ESACC,R 188015509 188015532 24 1669.4 1097.7 1537.7 1089.0 2.10 129
SFIX,R 188015533
EFIX,R 188015533 188016643 1111 1488.2 1093.2 3133
SSACC,R 188016644
ESACC,R 188016644 188016697 54 1489.8 1098.5 1367.4 932.8 3.32 95
SFIX,R 188016698
EFIX,R 188016698 188017203 506 1317.2 892.0 2920
SSACC,R 188017204
ESACC,R 188017204 188017213 10 1314.1 887.9 1328.9 863.2 0.47 54
SFIX,R 188017214
EFIX,R 188017214 188018791 1578 1328.8 837.4 3017
SSACC,R 188018792
ESACC,R 188018792 188018821 30 1330.3 843.4 1534.6 1100.1 5.31 346
SFIX,R 188018822
EFIX,R 188018822 188019135 314 1547.3 1133.1 2786
SSACC,R 188019136
ESACC,R 188019136 188019141 6 1542.5 1123.1 1544.6 1099.2 0.38 53
SFIX,R 188019142
EFIX,R 188019142 188021282 2141 1545.4 1076.5 3038
SSACC,R 188021283
ESACC,R 188021283 188021337 55 1551.0 1081.0 1857.6 1598.8 9.09 302
SFIX,R 188021338
EFIX,R 188021338 188022133 796 1870.4 1686.3 3005
SSACC,R 188022134
ESACC,R 188022134 188022167 34 1867.2 1684.6 1651.6 1278.4 6.77 384
SFIX,R 188022168
EFIX,R 188022168 188023497 1330 1626.9 1240.8 3104
SSACC,R 188023498
ESACC,R 188023498 188023517 20 1627.1 1237.5 1602.6 1337.0 1.57 97
SFIX,R 188023518
EFIX,R 188023518 188024160 643 1590.8 1333.5 3088
SSACC,R 188024161
ESACC,R 188024161 188024196 36 1589.6 1328.8 1542.6 1679.4 5.20 400
SFIX,R 188024197
EFIX,R 188024197 188024595 399 1521.2 1713.6 2958
SSACC,R 188024596
ESACC,R 188024596 188024645 50 1512.6 1719.4 1454.1 1434.3 4.24 159
SFIX,R 188024646
EFIX,R 188024646 188025153 508 1450.4 1408.9 3075
SSACC,R 188025154
ESACC,R 188025154 188025177 24 1451.1 1400.0 1507.8 1208.9 3.06 253
SFIX,R 188025178
EFIX,R 188025178 188025558 381 1523.4 1181.7 3261
SSACC,R 188025559
SBLINK,R 188025579
EBLINK,R 188025579 188025819 241
ESACC,R 188025559 188025893 335 1525.5 1177.8 1555.5 965.2 3.40 764
SFIX,R 188025894
EFIX,R 188025894 188028629 2736 1533.4 995.3 2893
SSACC,R 188028630
SBLINK,R 188028648
EBLINK,R 188028648 188028967 320
ESACC,R 188028630 188029074 445 1533.2 996.4 2032.0 868.9 8.07 558
SFIX,R 188029075
EFIX,R 188029075 188029231 157 2023.6 825.0 2433
SSACC,R 188029232
ESACC,R 188029232 188029255 24 2022.3 841.1 1871.6 945.3 2.85 234
SFIX,R 188029256
EFIX,R 188029256 188029673 418 1842.5 944.5 2890
SSACC,R 188029674
ESACC,R 188029674 188029718 45 1833.6 922.5 2067.0 1080.1 4.34 149
SFIX,R 188029719
EFIX,R 188029719 188030082 364 2087.7 1090.1 3092
SSACC,R 188030083
ESACC,R 188030083 188030140 58 2088.4 1090.0 2167.2 670.9 6.63 183
SFIX,R 188030141
EFIX,R 188030141 188030388 248 2161.1 664.7 3124
SSACC,R 188030389
ESACC,R 188030389 188030402 14 2159.4 674.6 2157.6 681.9 0.12 54
SFIX,R 188030403
EFIX,R 188030403 188031108 706 2157.9 715.0 3058
SSACC,R 188031109
ESACC,R 188031109 188031150 42 2157.2 736.6 1775.7 921.3 6.55 258
SFIX,R 188031151
EFIX,R 188031151 188032818 1668 1716.1 941.7 2900
SSACC,R 188032819
ESACC,R 188032819 188032856 38 1704.9 955.3 1602.3 960.8 1.64 64
SFIX,R 188032857
EFIX,R 188032857 188032880 24 1562.8 945.6 2950
SSACC,R 188032881
SBLINK,R 188032912
EBLINK,R 188032912 188033318 407
ESACC,R 188032881 188033424 544 1525.1 931.6 1500.9 1065.0 2.17 639
SFIX,R 188033425
EFIX,R 188033425 188035089 1665 1487.1 1017.8 2972
SSACC,R 188035090
ESACC,R 188035090 188035105 16 1398.4 976.9 1355.4 929.1 1.05 71
SFIX,R 188035106
EFIX,R 188035106 188035226 121 1241.8 905.3 2478
SSACC,R 188035227
ESACC,R 188035227 188035237 11 1170.9 946.6 1162.2 972.2 0.44 60
SFIX,R 188035238
EFIX,R 188035238 188035305 68 1140.8 1013.4 2035
SSACC,R 188035306
ESACC,R 188035306 188035406 101 1101.2 1055.1 1123.3 1133.8 1.31 93
SFIX,R 188035407
EFIX,R 188035407 188035447 41 1128.5 1158.1 1443
SSACC,R 188035448
SBLINK,R 188035460
EBLINK,R 188035460 188042469 7010
ESACC,R 188035448 188042520 7073 1145.8 1178.1 1391.6 446.3 12.62 204
SFIX,R 188042521
EFIX,R 188042521 188042653 133 1369.4 411.5 2588
SSACC,R 188042654
ESACC,R 188042654 188042692 39 1360.0 419.6 808.6 196.9 10.06 522
SFIX,R 188042693
EFIX,R 188042693 188043405 713 795.6 170.8 3150
SSACC,R 188043406
ESACC,R 188043406 188043467 62 791.9 169.4 1232.3 496.1 9.31 238
SFIX,R 188043468
EFIX,R 188043468 188044989 1522 1256.7 537.6 2905
SSACC,R 188044990
ESACC,R 188044990 188045033 44 1266.5 542.4 1456.7 487.8 3.31 99
SFIX,R 188045034
EFIX,R 188045034 188045106 73 1515.9 471.2 2674
SSACC,R 188045107
ESACC,R 188045107 188045133 27 1525.6 469.4 1642.7 436.7 2.00 97
SFIX,R 188045134
EFIX,R 188045134 188045730 597 1685.7 407.5 2668
SSACC,R 188045731
SBLINK,R 188045750
EBLINK,R 188045750 188045915 166
ESACC,R 188045731 188045984 254 1679.9 423.6 1740.8 684.6 4.43 764
SFIX,R 188045985
EFIX,R 188045985 188046158 174 1726.3 735.5 2575
SSACC,R 188046159
ESACC,R 188046159 188046185 27 1720.8 746.8 1808.7 982.7 4.04 308
SFIX,R 188046186
EFIX,R 188046186 188047029 844 1807.3 980.7 2880
SSACC,R 188047030
ESACC,R 188047030 188047080 51 1805.4 974.7 2023.3 634.3 6.40 184
SFIX,R 188047081
EFIX,R 188047081 188048279 1199 2032.1 612.2 2819
SSACC,R 188048280
ESACC,R 188048280 188048369 90 2029.6 610.3 2269.8 1654.5 15.87 435
SFIX,R 188048370
EFIX,R 188048370 188048528 159 2261.7 1679.6 2902
SSACC,R 188048529
ESACC,R 188048529 188048535 7 2264.4 1678.5 2260.7 1702.9 0.34 46
SFIX,R 188048536
EFIX,R 188048536 188048675 140 2257.8 1693.7 2736
SSACC,R 188048676
ESACC,R 188048676 188048726 51 2254.7 1693.6 1982.5 1531.4 4.49 180
SFIX,R 188048727
EFIX,R 188048727 188049264 538 1895.3 1518.2 2963
SSACC,R 188049265
ESACC,R 188049265 188049294 30 1894.0 1515.6 1967.3 1069.7 6.76 499
SFIX,R 188049295
EFIX,R 188049295 188050557 1263 1985.4 1051.4 2911
SSACC,R 188050558
ESACC,R 188050558 188050611 54 1980.8 1058.2 2318.7 1617.4 9.50 355
SFIX,R 188050612
EFIX,R 188050612 188050646 35 2325.6 1689.9 3083
SSACC,R 188050647
ESACC,R 188050647 188050663 17 2322.5 1694.3 2320.6 1727.5 0.45 102
SFIX,R 188050664
EFIX,R 188050664 188050925 262 2332.0 1727.4 2868
SSACC,R 188050926
ESACC,R 188050926 188050972 47 2335.8 1743.1 2115.0 1471.5 4.87 196
SFIX,R 188050973
EFIX,R 188050973 188051209 237 1942.9 1503.2 2925
SSACC,R 188051210
ESACC,R 188051210 188051243 34 1933.1 1502.1 1687.1 1874.1 6.34 340
SFIX,R 188051244
EFIX,R 188051244 188052150 907 1661.9 1869.1 3243
SSACC,R 188052151
ESACC,R 188052151 188052178 28 1660.7 1859.8 1650.7 1675.6 2.56 127
SFIX,R 188052179
EFIX,R 188052179 188052523 345 1642.5 1609.8 3252
SSACC,R 188052524
ESACC,R 188052524 188052551 28 1641.4 1603.9 1783.3 1265.8 5.45 425
SFIX,R 188052552
EFIX,R 188052552 188053404 853 1778.9 1251.2 3171
SSACC,R 188053405
ESACC,R 188053405 188053428 24 1787.6 1258.5 1741.4 1351.3 1.57 98
SFIX,R 188053429
EFIX,R 188053429 188053808 380 1737.2 1352.1 3171
SSACC,R 188053809
ESACC,R 188053809 188053843 35 1738.4 1356.0 1520.4 1153.0 4.62 230
SFIX,R 188053844
EFIX,R 188053844 188054582 739 1497.4 1121.8 3308
SSACC,R 188054583
ESACC,R 188054583 188054596 14 1494.1 1112.5 1463.4 1070.6 0.83 78
SFIX,R 188054597
EFIX,R 188054597 188055587 991 1427.0 1044.7 3201
SSACC,R 188055588
ESACC,R 188055588 188055610 23 1421.7 1059.8 1488.9 1125.1 1.50 117
SFIX,R 188055611
EFIX,R 188055611 188055853 243 1486.7 1121.0 3153
SSACC,R 188055854
SBLINK,R 188055875
EBLINK,R 188055875 188056197 323
ESACC,R 188055854 188056260 407 1486.2 1129.7 1596.6 1072.6 1.98 886
SFIX,R 188056261
EFIX,R 188056261 188056827 567 1583.2 1076.9 3084
SSACC,R 188056828
ESACC,R 188056828 188056893 66 1587.0 1060.6 1973.3 639.7 9.08 183
SFIX,R 188056894
EFIX,R 188056894 188057279 386 1980.4 698.7 3214
SSACC,R 188057280
ESACC,R 188057280 188057346 67 1978.4 732.0 1589.2 1106.6 8.53 214
SFIX,R 188057347
EFIX,R 188057347 188057634 288 1580.8 1122.7 3341
SSACC,R 188057635
ESACC,R 188057635 188057648 14 1586.0 1125.8 1613.9 1100.1 0.60 50
SFIX,R 188057649
EFIX,R 188057649 188058632 984 1635.4 1099.1 3291
SSACC,R 188058633
ESACC,R 188058633 188058697 65 1635.8 1099.1 1971.5 557.0 10.14 318
SFIX,R 188058698
EFIX,R 188058698 188059669 972 1969.8 602.8 2873
SSACC,R 188059670
ESACC,R 188059670 188059772 103 1966.2 593.1 2235.0 1268.6 11.18 234
SFIX,R 188059773
EFIX,R 188059773 188060087 315 2223.9 1312.6 2863
SSACC,R 188060088
ESACC,R 188060088 188060136 49 2228.3 1302.2 2379.9 1269.6 2.20 119
SFIX,R 188060137
EFIX,R 188060137 188060177 41 2405.4 1264.5 2746
SSACC,R 188060178
ESACC,R 188060178 188060300 123 2430.5 1275.1 2462.2 1029.8 3.63 145
SFIX,R 188060301
EFIX,R 188060301 188060422 122 2459.2 906.9 2767
SSACC,R 188060423
SBLINK,R 188060615
